isu,full_name,telegram,score
101840,Kuznetsov Andrey Andreevna,@student_101840,5
101841,Ivanov Elena Ivanovich,@student_101841,17
101842,Lebedev Artem Dmitrievna,@student_101842,49
101843,Petrov Dmitry Dmitrievna,@student_101843,9
101844,Mikhailov Mikhail Andreevich,@student_101844,96
101845,Novikov Daria Alexandrovich,@student_101845,38
101846,Fedorov Ivan Dmitrievich,@student_101846,60
101847,Novikov Petr Alexandrovna,@student_101847,54
101848,Smirnov Polina Mikhailovna,@student_101848,42
101849,Kuznetsov Andrey Petrovna,@student_101849,4
101850,Sokolov Ivan Ivanovich,@student_101850,43
101851,Morozov Alina Petrovich,@student_101851,24
101852,Vasiliev Maria Mikhailovna,@student_101852,69
101853,Mikhailov Petr Petrovich,@student_101853,15
101854,Novikov Mikhail Dmitrievich,@student_101854,67
101855,Volkov Artem Andreevna,@student_101855,74
101856,Fedorov Alina Sergeevich,@student_101856,76
101857,Lebedev Anastasia Petrovna,@student_101857,76
101858,Alekseev Alina Andreevna,@student_101858,84
101859,Popov Elena Andreevich,@student_101859,80
101860,Volkov Victoria Petrovna,@student_101860,47
101861,Sidorov Daria Ivanovna,@student_101861,52
101862,Fedorov Alina Sergeevich,@student_101862,43
101863,Fedorov Ksenia Dmitrievna,@student_101863,80
101864,Volkov Anastasia Petrovna,@student_101864,25
101865,Mikhailov Elena Petrovich,@student_101865,76
101866,Mikhailov Victoria Sergeevich,@student_101866,91
101867,Vasiliev Maria Sergeevna,@student_101867,58
101868,Alekseev Dmitry Dmitrievna,@student_101868,98
101869,Smirnov Andrey Mikhailovich,@student_101869,73
101870,Lebedev Polina Alexandrovna,@student_101870,44
101871,Novikov Sergey Mikhailovich,@student_101871,19
101872,Ivanov Alina Alexandrovna,@student_101872,51
101873,Ivanov Petr Petrovich,@student_101873,72
101874,Smirnov Andrey Andreevna,@student_101874,88
101875,Morozov Mikhail Petrovna,@student_101875,20
101876,Volkov Petr Dmitrievna,@student_101876,51
101877,Morozov Egor Sergeevich,@student_101877,75
101878,Novikov Egor Andreevich,@student_101878,34
101879,Sokolov Andrey Dmitrievich,@student_101879,28
101880,Ivanov Victoria Dmitrievich,@student_101880,16
101881,Sidorov Anastasia Mikhailovich,@student_101881,33
101882,Vasiliev Petr Alexandrovich,@student_101882,25
101883,Volkov Petr Andreevich,@student_101883,79
101884,Volkov Anna Dmitrievich,@student_101884,34
101885,Smirnov Sofia Alexandrovich,@student_101885,63
101886,Novikov Victoria Andreevich,@student_101886,97
101887,Vasiliev Sofia Sergeevna,@student_101887,82
101888,Sokolov Polina Alexandrovich,@student_101888,49
101889,Sokolov Elena Petrovna,@student_101889,7
101890,Volkov Polina Petrovich,@student_101890,97
101891,Novikov Petr Mikhailovich,@student_101891,84
101892,Kuznetsov Victoria Andreevich,@student_101892,22
101893,Popov Anna Sergeevna,@student_101893,93
101894,Sidorov Anastasia Ivanovna,@student_101894,12
101895,Alekseev Mikhail Petrovna,@student_101895,70
101896,Ivanov Sergey Sergeevna,@student_101896,32
101897,Ivanov Ivan Alexandrovna,@student_101897,15
101898,Petrov Maria Petrovich,@student_101898,65
101899,Mikhailov Daria Mikhailovich,@student_101899,78
101900,Novikov Artem Ivanovich,@student_101900,27
101901,Petrov Ivan Dmitrievich,@student_101901,20
101902,Petrov Mikhail Ivanovna,@student_101902,17
101903,Kuznetsov Ivan Ivanovich,@student_101903,15
101904,Vasiliev Sofia Alexandrovna,@student_101904,63
101905,Novikov Victoria Dmitrievich,@student_101905,80
101906,Lebedev Maria Alexandrovna,@student_101906,13
101907,Alekseev Maria Dmitrievich,@student_101907,6
101908,Fedorov Artem Alexandrovich,@student_101908,39
101909,Lebedev Artem Petrovich,@student_101909,28
101910,Sidorov Sofia Alexandrovna,@student_101910,84
101911,Novikov Polina Andreevich,@student_101911,63
101912,Petrov Anna Ivanovna,@student_101912,3
101913,Mikhailov Elena Andreevich,@student_101913,55
101914,Kuznetsov Andrey Petrovich,@student_101914,33
101915,Volkov Victoria Petrovna,@student_101915,63
101916,Novikov Egor Andreevich,@student_101916,62
101917,Morozov Artem Ivanovna,@student_101917,47
101918,Kuznetsov Andrey Petrovich,@student_101918,44
101919,Fedorov Sofia Mikhailovna,@student_101919,4
101920,Morozov Polina Mikhailovich,@student_101920,28
101921,Popov Sofia Andreevna,@student_101921,64
101922,Sokolov Sofia Ivanovich,@student_101922,61
101923,Ivanov Anastasia Andreevna,@student_101923,51
101924,Popov Elena Petrovna,@student_101924,71
101925,Sokolov Sergey Petrovich,@student_101925,28
101926,Sokolov Artem Ivanovna,@student_101926,28
101927,Lebedev Nikita Alexandrovna,@student_101927,39
101928,Vasiliev Daria Dmitrievich,@student_101928,22
101929,Popov Ksenia Sergeevich,@student_101929,44
101930,Fedorov Elena Mikhailovich,@student_101930,8
101931,Ivanov Egor Alexandrovna,@student_101931,2
101932,Alekseev Sofia Ivanovich,@student_101932,34
101933,Smirnov Victoria Ivanovna,@student_101933,32
101934,Kuznetsov Maria Ivanovich,@student_101934,25
101935,Sidorov Daria Sergeevna,@student_101935,47
101936,Sidorov Nikita Alexandrovna,@student_101936,20
101937,Sidorov Alexey Alexandrovna,@student_101937,12
101938,Mikhailov Anastasia Petrovna,@student_101938,41
101939,Smirnov Ivan Sergeevich,@student_101939,96
101940,Sidorov Ivan Alexandrovna,@student_101940,42
101941,Popov Elena Ivanovna,@student_101941,92
101942,Sokolov Elena Andreevna,@student_101942,46
101943,Kuznetsov Anastasia Dmitrievich,@student_101943,3
101944,Mikhailov Anastasia Petrovich,@student_101944,85
101945,Volkov Victoria Andreevich,@student_101945,25
101946,Sokolov Alexey Alexandrovna,@student_101946,66
101947,Sokolov Anna Sergeevna,@student_101947,52
101948,Volkov Victoria Mikhailovna,@student_101948,62
101949,Morozov Mikhail Ivanovich,@student_101949,40
101950,Alekseev Alexey Ivanovna,@student_101950,19
101951,Vasiliev Alexey Dmitrievna,@student_101951,81
101952,Morozov Elena Dmitrievich,@student_101952,53
101953,Petrov Nikita Ivanovna,@student_101953,67
101954,Petrov Ksenia Mikhailovich,@student_101954,89
101955,Sokolov Anna Sergeevna,@student_101955,82
101956,Sidorov Anna Ivanovich,@student_101956,47
101957,Volkov Alina Dmitrievich,@student_101957,39
101958,Mikhailov Nikita Sergeevich,@student_101958,30
101959,Vasiliev Anna Andreevna,@student_101959,55
101960,Popov Sofia Dmitrievna,@student_101960,43
101961,Sokolov Sergey Andreevna,@student_101961,87
101962,Sidorov Mikhail Dmitrievich,@student_101962,93
101963,Ivanov Sergey Alexandrovich,@student_101963,56
101964,Smirnov Anna Dmitrievna,@student_101964,83
101965,Petrov Alexey Petrovich,@student_101965,91
101966,Novikov Anna Alexandrovna,@student_101966,59
101967,Smirnov Anna Sergeevna,@student_101967,3
101968,Novikov Egor Ivanovich,@student_101968,26
101969,Vasiliev Mikhail Alexandrovich,@student_101969,65
101970,Vasiliev Egor Alexandrovna,@student_101970,9
101971,Popov Petr Andreevna,@student_101971,18
101972,Volkov Dmitry Alexandrovich,@student_101972,61
101973,Volkov Dmitry Sergeevich,@student_101973,89
101974,Kuznetsov Sergey Dmitrievna,@student_101974,9
101975,Alekseev Alina Alexandrovna,@student_101975,29
101976,Petrov Artem Alexandrovich,@student_101976,96
101977,Novikov Victoria Dmitrievna,@student_101977,72
101978,Petrov Petr Ivanovich,@student_101978,59
101979,Smirnov Anastasia Petrovich,@student_101979,95
101980,Fedorov Alexey Ivanovich,@student_101980,39
101981,Popov Mikhail Ivanovna,@student_101981,13
101982,Petrov Sofia Mikhailovna,@student_101982,27
101983,Alekseev Mikhail Alexandrovich,@student_101983,9
101984,Vasiliev Egor Sergeevna,@student_101984,15
101985,Sidorov Artem Ivanovich,@student_101985,14
101986,Novikov Anastasia Petrovna,@student_101986,14
101987,Lebedev Anna Dmitrievna,@student_101987,19
101988,Mikhailov Petr Petrovna,@student_101988,20
101989,Alekseev Petr Sergeevna,@student_101989,14
101990,Fedorov Egor Mikhailovna,@student_101990,65
101991,Popov Petr Petrovna,@student_101991,44
101992,Ivanov Maria Sergeevich,@student_101992,23
101993,Ivanov Nikita Dmitrievich,@student_101993,7
101994,Vasiliev Sergey Petrovich,@student_101994,47
101995,Ivanov Anastasia Mikhailovich,@student_101995,100
101996,Alekseev Anastasia Ivanovna,@student_101996,42
101997,Fedorov Petr Alexandrovna,@student_101997,32
101998,Ivanov Sergey Dmitrievich,@student_101998,1
101999,Fedorov Petr Alexandrovna,@student_101999,45
102000,Fedorov Mikhail Petrovich,@student_102000,18
102001,Novikov Elena Dmitrievich,@student_102001,36
102002,Lebedev Alina Andreevich,@student_102002,24
102003,Kuznetsov Anna Ivanovna,@student_102003,18
102004,Ivanov Egor Alexandrovna,@student_102004,15
102005,Vasiliev Dmitry Dmitrievich,@student_102005,61
102006,Kuznetsov Andrey Mikhailovna,@student_102006,17
102007,Sidorov Victoria Ivanovna,@student_102007,4
102008,Vasiliev Maria Dmitrievich,@student_102008,55
102009,Novikov Andrey Alexandrovna,@student_102009,45
102010,Lebedev Petr Alexandrovich,@student_102010,72
102011,Alekseev Sergey Mikhailovna,@student_102011,19
102012,Vasiliev Mikhail Andreevich,@student_102012,91
102013,Fedorov Polina Dmitrievich,@student_102013,95
102014,Vasiliev Sofia Sergeevna,@student_102014,66
102015,Novikov Egor Sergeevna,@student_102015,91
102016,Popov Anna Sergeevich,@student_102016,35
102017,Morozov Daria Sergeevich,@student_102017,55
102018,Volkov Alexey Ivanovich,@student_102018,39
102019,Novikov Mikhail Alexandrovna,@student_102019,85
102020,Sokolov Nikita Ivanovich,@student_102020,82
102021,Alekseev Artem Ivanovna,@student_102021,76
102022,Fedorov Alexey Sergeevna,@student_102022,93
102023,Morozov Egor Ivanovna,@student_102023,26
102024,Novikov Sergey Alexandrovich,@student_102024,26
102025,Popov Nikita Petrovich,@student_102025,72
102026,Vasiliev Victoria Sergeevich,@student_102026,67
102027,Sidorov Anna Mikhailovich,@student_102027,45
102028,Novikov Ksenia Alexandrovich,@student_102028,85
102029,Sidorov Andrey Alexandrovich,@student_102029,96
102030,Petrov Nikita Andreevich,@student_102030,80
102031,Sokolov Anastasia Dmitrievna,@student_102031,71
102032,Morozov Dmitry Mikhailovich,@student_102032,59
102033,Smirnov Alexey Petrovich,@student_102033,79
102034,Novikov Andrey Dmitrievna,@student_102034,70
102035,Volkov Victoria Andreevna,@student_102035,18
102036,Morozov Nikita Andreevich,@student_102036,65
102037,Novikov Artem Mikhailovna,@student_102037,17
102038,Petrov Ivan Alexandrovna,@student_102038,41
102039,Vasiliev Daria Mikhailovich,@student_102039,57
102040,Ivanov Dmitry Mikhailovna,@student_102040,45
102041,Sidorov Nikita Alexandrovich,@student_102041,27
102042,Kuznetsov Elena Petrovich,@student_102042,31
102043,Sokolov Anna Andreevna,@student_102043,93
102044,Kuznetsov Anna Ivanovich,@student_102044,62
102045,Sidorov Petr Sergeevna,@student_102045,17
102046,Sokolov Alexey Dmitrievna,@student_102046,77
102047,Mikhailov Ksenia Mikhailovich,@student_102047,18
102048,Sidorov Sergey Sergeevich,@student_102048,32
102049,Smirnov Maria Sergeevich,@student_102049,62
102050,Popov Sofia Ivanovna,@student_102050,91
102051,Vasiliev Andrey Petrovna,@student_102051,66
102052,Vasiliev Maria Mikhailovich,@student_102052,30
102053,Kuznetsov Victoria Sergeevna,@student_102053,9
102054,Lebedev Elena Ivanovich,@student_102054,73
102055,Mikhailov Victoria Mikhailovich,@student_102055,52
102056,Kuznetsov Mikhail Petrovna,@student_102056,83
102057,Alekseev Polina Petrovna,@student_102057,50
102058,Popov Polina Alexandrovich,@student_102058,27
102059,Alekseev Maria Alexandrovich,@student_102059,87
102060,Lebedev Mikhail Ivanovna,@student_102060,48
102061,Fedorov Anastasia Ivanovna,@student_102061,80
102062,Mikhailov Alina Andreevich,@student_102062,38
102063,Vasiliev Anastasia Petrovna,@student_102063,15
102064,Ivanov Anna Alexandrovna,@student_102064,48
102065,Mikhailov Polina Ivanovna,@student_102065,91
102066,Novikov Elena Dmitrievna,@student_102066,63
102067,Ivanov Artem Petrovich,@student_102067,51
102068,Sidorov Anna Alexandrovich,@student_102068,2
102069,Petrov Anna Petrovich,@student_102069,86
102070,Morozov Elena Sergeevich,@student_102070,80
102071,Novikov Nikita Ivanovich,@student_102071,53
102072,Morozov Ivan Ivanovich,@student_102072,38
102073,Sokolov Egor Andreevich,@student_102073,25
102074,Ivanov Ivan Petrovich,@student_102074,69
102075,Morozov Artem Petrovich,@student_102075,41
102076,Lebedev Sergey Mikhailovich,@student_102076,54
102077,Kuznetsov Artem Mikhailovich,@student_102077,47
102078,Fedorov Maria Ivanovich,@student_102078,0
102079,Vasiliev Victoria Ivanovich,@student_102079,7
102080,Fedorov Egor Dmitrievich,@student_102080,20
102081,Novikov Anna Petrovna,@student_102081,28
102082,Sokolov Alina Alexandrovich,@student_102082,40
102083,Sidorov Daria Ivanovich,@student_102083,25
102084,Fedorov Ivan Mikhailovna,@student_102084,40
102085,Popov Anna Petrovna,@student_102085,46
102086,Alekseev Anastasia Sergeevich,@student_102086,71
102087,Kuznetsov Anastasia Dmitrievich,@student_102087,29
102088,Fedorov Polina Petrovich,@student_102088,56
102089,Popov Daria Ivanovna,@student_102089,99
102090,Lebedev Sofia Sergeevna,@student_102090,90
102091,Sidorov Elena Dmitrievna,@student_102091,12
102092,Alekseev Sofia Alexandrovich,@student_102092,48
102093,Sokolov Victoria Mikhailovna,@student_102093,81
102094,Novikov Alexey Andreevna,@student_102094,13
102095,Sidorov Petr Mikhailovna,@student_102095,49
102096,Smirnov Petr Andreevich,@student_102096,73
102097,Lebedev Maria Petrovna,@student_102097,84
102098,Alekseev Andrey Mikhailovna,@student_102098,52
102099,Alekseev Alexey Petrovich,@student_102099,89
102100,Fedorov Dmitry Andreevna,@student_102100,10
102101,Fedorov Sergey Ivanovich,@student_102101,81
102102,Volkov Alexey Petrovich,@student_102102,62
102103,Ivanov Elena Andreevna,@student_102103,75
102104,Smirnov Dmitry Sergeevna,@student_102104,6
102105,Mikhailov Artem Dmitrievna,@student_102105,20
102106,Morozov Sofia Dmitrievich,@student_102106,36
102107,Ivanov Artem Dmitrievich,@student_102107,11
102108,Mikhailov Maria Petrovich,@student_102108,18
102109,Petrov Sofia Alexandrovich,@student_102109,7
102110,Sidorov Anastasia Dmitrievich,@student_102110,69
102111,Sokolov Dmitry Alexandrovich,@student_102111,1
102112,Morozov Mikhail Mikhailovich,@student_102112,15
102113,Volkov Sergey Ivanovna,@student_102113,88
102114,Fedorov Daria Andreevna,@student_102114,17
102115,Lebedev Maria Andreevich,@student_102115,25
102116,Morozov Anastasia Sergeevna,@student_102116,3
102117,Sokolov Elena Andreevich,@student_102117,78
102118,Fedorov Petr Ivanovna,@student_102118,17
102119,Sokolov Nikita Alexandrovna,@student_102119,87
102120,Vasiliev Anna Petrovna,@student_102120,66
102121,Novikov Polina Mikhailovna,@student_102121,83
102122,Sidorov Egor Mikhailovich,@student_102122,51
102123,Sokolov Elena Andreevich,@student_102123,26
102124,Vasiliev Alina Alexandrovich,@student_102124,2
102125,Lebedev Dmitry Petrovna,@student_102125,80
102126,Kuznetsov Mikhail Dmitrievich,@student_102126,15
102127,Sidorov Dmitry Mikhailovich,@student_102127,53
102128,Ivanov Ksenia Sergeevna,@student_102128,7
102129,Volkov Ivan Ivanovna,@student_102129,46
102130,Sokolov Anastasia Andreevna,@student_102130,28
102131,Mikhailov Anastasia Dmitrievna,@student_102131,89
102132,Vasiliev Andrey Ivanovna,@student_102132,82
102133,Alekseev Sofia Sergeevna,@student_102133,51
102134,Kuznetsov Artem Mikhailovich,@student_102134,82
102135,Mikhailov Polina Ivanovich,@student_102135,76
102136,Sokolov Anastasia Mikhailovich,@student_102136,48
102137,Petrov Ksenia Sergeevna,@student_102137,87
102138,Petrov Sergey Andreevna,@student_102138,4
102139,Sokolov Artem Mikhailovna,@student_102139,86
102140,Alekseev Andrey Petrovna,@student_102140,70
102141,Lebedev Ivan Mikhailovna,@student_102141,35
102142,Petrov Daria Dmitrievna,@student_102142,13
102143,Ivanov Alina Mikhailovna,@student_102143,15
102144,Alekseev Victoria Mikhailovna,@student_102144,21
102145,Mikhailov Anastasia Andreevna,@student_102145,61
102146,Sidorov Petr Dmitrievich,@student_102146,6
102147,Sidorov Petr Dmitrievna,@student_102147,59
102148,Sokolov Ksenia Andreevich,@student_102148,40
102149,Smirnov Artem Sergeevich,@student_102149,59
102150,Lebedev Anna Alexandrovich,@student_102150,69
102151,Volkov Egor Dmitrievich,@student_102151,72
102152,Sidorov Anastasia Alexandrovich,@student_102152,35
102153,Fedorov Ivan Sergeevich,@student_102153,12
102154,Popov Maria Sergeevich,@student_102154,34
102155,Morozov Victoria Ivanovich,@student_102155,63
102156,Ivanov Anna Andreevna,@student_102156,80
102157,Smirnov Andrey Dmitrievna,@student_102157,82
102158,Kuznetsov Ivan Mikhailovich,@student_102158,62
102159,Vasiliev Victoria Alexandrovna,@student_102159,79
102160,Ivanov Alina Dmitrievna,@student_102160,40
102161,Mikhailov Ksenia Andreevna,@student_102161,55
102162,Ivanov Daria Sergeevna,@student_102162,5
102163,Volkov Sergey Andreevna,@student_102163,55
102164,Kuznetsov Petr Ivanovich,@student_102164,74
102165,Popov Ksenia Dmitrievich,@student_102165,92
102166,Lebedev Alexey Sergeevna,@student_102166,94
102167,Kuznetsov Petr Andreevna,@student_102167,47
102168,Ivanov Ksenia Sergeevna,@student_102168,7
102169,Smirnov Ivan Mikhailovna,@student_102169,2
102170,Morozov Anna Petrovna,@student_102170,81
102171,Alekseev Alexey Ivanovich,@student_102171,12
102172,Fedorov Maria Petrovich,@student_102172,23
102173,Mikhailov Elena Alexandrovich,@student_102173,95
102174,Lebedev Polina Mikhailovich,@student_102174,88
